Date,Z,F,X,Y
1958-02-11 02:41:00,43164.8,,18218.4,-3707.57
1958-02-11 02:42:00,43197.7,,18195.1,-3722.23
1958-02-11 02:43:00,43196.5,,18185.1,-3676.95
1958-02-11 02:44:00,43190.1,,18163.8,-3700.58
1958-02-11 02:45:00,43183.8,,18155.9,-3688.81
1958-02-11 02:46:00,43185.2,,18170.6,-3643.11
1958-02-11 02:47:00,43211.2,,18187.1,-3661.72
1958-02-11 02:48:00,43197.2,,18168.2,-3643.11
1958-02-11 02:49:00,43182.8,,18141.7,-3611.69
1958-02-11 02:50:00,43205,,18131.7,-3581.67
1958-02-11 02:51:00,43233.9,,18155.5,-3560.65
1958-02-11 02:52:00,43212.9,,18140.9,-3545.62
1958-02-11 02:53:00,43244,,18100.7,-3508.64
1958-02-11 02:54:00,43236.1,,18216.2,-3501.67
1958-02-11 02:55:00,43273.4,,18191.6,-3461.01
1958-02-11 02:56:00,43258.2,,18142.8,-3479.25
1958-02-11 02:57:00,43243.1,,18171.8,-3485.19
1958-02-11 02:58:00,43273.7,,18151.2,-3435.61
1958-02-11 02:59:00,43269.2,,18226.7,-3393.53
1958-02-11 03:00:00,43267.3,,18182.2,-3369.92
1958-02-11 03:01:00,43290.1,,18149.8,-3406.2
1958-02-11 03:02:00,43281.4,,18188.7,-3364.35
1958-02-11 03:03:00,43269.8,,18172.6,-3345.08
1958-02-11 03:04:00,43293.8,,18167.1,-3331.44
1958-02-11 03:05:00,43298,,18202.7,-3308.86
1958-02-11 03:06:00,43291.3,,18191.8,-3286.93
1958-02-11 03:07:00,43310.4,,18156.3,-3292.57
1958-02-11 03:08:00,43304,,18176.9,-3242.21
1958-02-11 03:09:00,43307.1,,18210.1,-3254.76
1958-02-11 03:10:00,43315.5,,18194.8,-3272.34
1958-02-11 03:11:00,43309.3,,18219.1,-3250.29
1958-02-11 03:12:00,43305.2,,18218.6,-3251.89
1958-02-11 03:13:00,43310.1,,18240.9,-3237.21
1958-02-11 03:14:00,43326.2,,18212.2,-3250.27
1958-02-11 03:15:00,43330.7,,18230.5,-3230.71
1958-02-11 03:16:00,43325.2,,18226.2,-3247.51
1958-02-11 03:17:00,43316.4,,18210.4,-3231.03
1958-02-11 03:18:00,43373.1,,18251.3,-3221.32
1958-02-11 03:19:00,43371.4,,18249.2,-3228.89
1958-02-11 03:20:00,43383.6,,18220.3,-3245.42
1958-02-11 03:21:00,43396,,18229,-3232.36
1958-02-11 03:22:00,43391.1,,18242,-3234.84
1958-02-11 03:23:00,43378.7,,18221.5,-3242.9
1958-02-11 03:24:00,43378.8,,18242.7,-3232.98
1958-02-11 03:25:00,43410.1,,18275.4,-3224.53
1958-02-11 03:26:00,43393.6,,18274.6,-3231.73
