Date,Z,F,X,Y
1958-02-11 03:26:00,165056,,58653,-6836.53
1958-02-11 03:27:00,164984,,58663.1,-6790.15
1958-02-11 03:28:00,164930,,58633,-6742.07
1958-02-11 03:29:00,164946,,58582.1,-6813.92
1958-02-11 03:30:00,164984,,58558,-6771.76
1958-02-11 03:31:00,164979,,58613.7,-6816.57
1958-02-11 03:32:00,164943,,58774.1,-6779.09
1958-02-11 03:33:00,164898,,58697.6,-6747.6
1958-02-11 03:34:00,164856,,58629.1,-6781.89
1958-02-11 03:35:00,164838,,58702.7,-6861.53
1958-02-11 03:36:00,164868,,58575.7,-6925.63
1958-02-11 03:37:00,164883,,58438.2,-6984.54
1958-02-11 03:38:00,164860,,58496,-7045.65
1958-02-11 03:39:00,164869,,58639.1,-7028.62
1958-02-11 03:40:00,164909,,58604.4,-6929.72
1958-02-11 03:41:00,164917,,58455.2,-6976.74
1958-02-11 03:42:00,164842,,58399.6,-7031.11
1958-02-11 03:43:00,164874,,58543.9,-7020.49
1958-02-11 03:44:00,164934,,58561.7,-6961.98
1958-02-11 03:45:00,164949,,58483.2,-6986.99
1958-02-11 03:46:00,164922,,58421.1,-7007.66
1958-02-11 03:47:00,164881,,58459.4,-6996.73
1958-02-11 03:48:00,164939,,58513.8,-6966.65
1958-02-11 03:49:00,164946,,58486.1,-6922.8
1958-02-11 03:50:00,164942,,58470.6,-6911.14
1958-02-11 03:51:00,164933,,58494.7,-6937.11
1958-02-11 03:52:00,164922,,58533.6,-6910.47
1958-02-11 03:53:00,164908,,58551.2,-6948.99
1958-02-11 03:54:00,164891,,58556.3,-6913.5
1958-02-11 03:55:00,164870,,58527.8,-7020.46
1958-02-11 03:56:00,164842,,58497.3,-7022.15
1958-02-11 03:57:00,164799,,58449.6,-6999.7
1958-02-11 03:58:00,164808,,58393.5,-7024.86
1958-02-11 03:59:00,164843,,58436.9,-7040.08
1958-02-11 04:00:00,164865,,58421,-7009.89
1958-02-11 04:01:00,164866,,58376.2,-6979.19
1958-02-11 04:02:00,164842,,58325.6,-6992.94
1958-02-11 04:03:00,164805,,58285.4,-7042.64
1958-02-11 04:04:00,164768,,58281.9,-7084.02
1958-02-11 04:05:00,164745,,58325,-7098.04
1958-02-11 04:06:00,164750,,58371.8,-7083.92
1958-02-11 04:07:00,164778,,58338.4,-7045.95
1958-02-11 04:08:00,164803,,58420.4,-7016.71
1958-02-11 04:09:00,164789,,58343,-6978.33
1958-02-11 04:10:00,164763,,58358,-7028.69
1958-02-11 04:11:00,164770,,58416.6,-6976.62
1958-02-11 04:12:00,164791,,58459.5,-6922.93
1958-02-11 04:13:00,164799,,58455.2,-6898.11
1958-02-11 04:14:00,164769,,58398,-6905.31
1958-02-11 04:15:00,164758,,58336.5,-6923.85
1958-02-11 04:16:00,164783,,58343.8,-6912.49
1958-02-11 04:17:00,164819,,58434.5,-6781.6
1958-02-11 04:18:00,164854,,58506.2,-6792.16
1958-02-11 04:19:00,164880,,58492.9,-6877.2
1958-02-11 04:20:00,164885,,58424,-6925.79
1958-02-11 04:21:00,164867,,58388.5,-6914.52
1958-02-11 04:22:00,164847,,58443.3,-6872.41
1958-02-11 04:23:00,164852,,58535,-6824.67
1958-02-11 04:24:00,164882,,58580.7,-6776.29
1958-02-11 04:25:00,164912,,58544.4,-6728.61
1958-02-11 04:26:00,164928,,58502.9,-6688.84
1958-02-11 04:27:00,164922,,58488.7,-6656.7
1958-02-11 04:28:00,164902,,58500.1,-6629.22
1958-02-11 04:29:00,164879,,58526.6,-6603.09
1958-02-11 04:30:00,164867,,58561.1,-6575.41
1958-02-11 04:31:00,164881,,58599.7,-6547.46
1958-02-11 04:32:00,164900,,58638.9,-6522.48
1958-02-11 04:33:00,164879,,58673.8,-6506.5
1958-02-11 04:34:00,164856,,58690.3,-6510.92
1958-02-11 04:35:00,164858,,58647.6,-6532.96
1958-02-11 04:36:00,164880,,58637.3,-6545.79
1958-02-11 04:37:00,164907,,58669.9,-6528.18
1958-02-11 04:38:00,164932,,58707.7,-6506.98
1958-02-11 04:39:00,164946,,58733.2,-6501.84
1958-02-11 04:40:00,164942,,58671.8,-6508.87
1958-02-11 04:41:00,164925,,58647.1,-6529.79
1958-02-11 04:42:00,164907,,58656,-6551.34
1958-02-11 04:43:00,164909,,58685.4,-6552.89
1958-02-11 04:44:00,164933,,58755.9,-6544.33
1958-02-11 04:45:00,164957,,58753.3,-6557.36
1958-02-11 04:46:00,164934,,58651.4,-6584.51
1958-02-11 04:47:00,164943,,58590.5,-6612.71
1958-02-11 04:48:00,164994,,58575,-6616.83
1958-02-11 04:49:00,165042,,58580.3,-6603.1
1958-02-11 04:50:00,165071,,58587.2,-6594.56
1958-02-11 04:51:00,165074,,58578.5,-6593.58
1958-02-11 04:52:00,165059,,58558.3,-6597.34
1958-02-11 04:53:00,165036,,58571.4,-6609.52
1958-02-11 04:54:00,165020,,58625.8,-6631.03
1958-02-11 04:55:00,165055,,58630.5,-6652.98
1958-02-11 04:56:00,165073,,58593.5,-6677.96
1958-02-11 04:57:00,165050,,58560.4,-6705.42
